, ID,Date,Q_cms
1960-01-01,08HA011,1960/01/01,62.9
1960-01-02,08HA011,1960/01/02,58.0
1960-01-03,08HA011,1960/01/03,54.9
1960-01-04,08HA011,1960/01/04,51.3
1960-01-05,08HA011,1960/01/05,47.3
1960-01-06,08HA011,1960/01/06,46.7
1960-01-07,08HA011,1960/01/07,43.9
1960-01-08,08HA011,1960/01/08,41.9
1960-01-09,08HA011,1960/01/09,40.8
1960-01-10,08HA011,1960/01/10,38.5
1960-01-11,08HA011,1960/01/11,37.4
1960-01-12,08HA011,1960/01/12,37.4
1960-01-13,08HA011,1960/01/13,37.9
1960-01-14,08HA011,1960/01/14,37.7
1960-01-15,08HA011,1960/01/15,36.8
1960-01-16,08HA011,1960/01/16,36.5
1960-01-17,08HA011,1960/01/17,34.3
1960-01-18,08HA011,1960/01/18,33.1
1960-01-19,08HA011,1960/01/19,32.3
1960-01-20,08HA011,1960/01/20,31.4
1960-01-21,08HA011,1960/01/21,30.6
1960-01-22,08HA011,1960/01/22,30.0
1960-01-23,08HA011,1960/01/23,30.3
1960-01-24,08HA011,1960/01/24,56.9
1960-01-25,08HA011,1960/01/25,58.9
1960-01-26,08HA011,1960/01/26,57.2
1960-01-27,08HA011,1960/01/27,55.2
1960-01-28,08HA011,1960/01/28,54.7
1960-01-29,08HA011,1960/01/29,255.0
1960-01-30,08HA011,1960/01/30,226.0
1960-01-31,08HA011,1960/01/31,174.0
1960-02-01,08HA011,1960/02/01,142.0
1960-02-02,08HA011,1960/02/02,138.0
1960-02-03,08HA011,1960/02/03,127.0
1960-02-04,08HA011,1960/02/04,119.0
1960-02-05,08HA011,1960/02/05,118.0
1960-02-06,08HA011,1960/02/06,125.0
1960-02-07,08HA011,1960/02/07,168.0
1960-02-08,08HA011,1960/02/08,155.0
1960-02-09,08HA011,1960/02/09,151.0
1960-02-10,08HA011,1960/02/10,133.0
1960-02-11,08HA011,1960/02/11,117.0
1960-02-12,08HA011,1960/02/12,172.0
1960-02-13,08HA011,1960/02/13,151.0
1960-02-14,08HA011,1960/02/14,180.0
1960-02-15,08HA011,1960/02/15,185.0
1960-02-16,08HA011,1960/02/16,155.0
1960-02-17,08HA011,1960/02/17,141.0
1960-02-18,08HA011,1960/02/18,125.0
1960-02-19,08HA011,1960/02/19,115.0
1960-02-20,08HA011,1960/02/20,107.0
1960-02-21,08HA011,1960/02/21,105.0
1960-02-22,08HA011,1960/02/22,95.1
1960-02-23,08HA011,1960/02/23,86.7
1960-02-24,08HA011,1960/02/24,83.3
1960-02-25,08HA011,1960/02/25,77.9
1960-02-26,08HA011,1960/02/26,70.8
1960-02-27,08HA011,1960/02/27,68.2
1960-02-28,08HA011,1960/02/28,65.7
1960-02-29,08HA011,1960/02/29,60.3
1960-03-01,08HA011,1960/03/01,57.2
1960-03-02,08HA011,1960/03/02,53.8
1960-03-03,08HA011,1960/03/03,51.8
1960-03-04,08HA011,1960/03/04,49.8
1960-03-05,08HA011,1960/03/05,48.4
1960-03-06,08HA011,1960/03/06,47.3
1960-03-07,08HA011,1960/03/07,47.9
1960-03-08,08HA011,1960/03/08,50.4
1960-03-09,08HA011,1960/03/09,49.0
1960-03-10,08HA011,1960/03/10,47.6
1960-03-11,08HA011,1960/03/11,43.6
1960-03-12,08HA011,1960/03/12,43.9
1960-03-13,08HA011,1960/03/13,42.8
1960-03-14,08HA011,1960/03/14,41.3
1960-03-15,08HA011,1960/03/15,93.4
1960-03-16,08HA011,1960/03/16,50.7
1960-03-17,08HA011,1960/03/17,48.4
1960-03-18,08HA011,1960/03/18,47.3
1960-03-19,08HA011,1960/03/19,45.9
1960-03-20,08HA011,1960/03/20,47.6
1960-03-21,08HA011,1960/03/21,47.9
1960-03-22,08HA011,1960/03/22,49.3
1960-03-23,08HA011,1960/03/23,51.3
1960-03-24,08HA011,1960/03/24,51.5
1960-03-25,08HA011,1960/03/25,52.7
1960-03-26,08HA011,1960/03/26,57.2
1960-03-27,08HA011,1960/03/27,60.3
1960-03-28,08HA011,1960/03/28,60.6
1960-03-29,08HA011,1960/03/29,69.4
1960-03-30,08HA011,1960/03/30,73.9
1960-03-31,08HA011,1960/03/31,76.5
1960-04-01,08HA011,1960/04/01,80.4
1960-04-02,08HA011,1960/04/02,88.9
1960-04-03,08HA011,1960/04/03,95.1
1960-04-04,08HA011,1960/04/04,96.0
1960-04-05,08HA011,1960/04/05,95.1
1960-04-06,08HA011,1960/04/06,90.0
1960-04-07,08HA011,1960/04/07,85.0
1960-04-08,08HA011,1960/04/08,81.0
1960-04-09,08HA011,1960/04/09,79.3
1960-04-10,08HA011,1960/04/10,75.0
1960-04-11,08HA011,1960/04/11,73.3
1960-04-12,08HA011,1960/04/12,71.4
1960-04-13,08HA011,1960/04/13,73.3
1960-04-14,08HA011,1960/04/14,92.0
1960-04-15,08HA011,1960/04/15,95.1
1960-04-16,08HA011,1960/04/16,87.8
1960-04-17,08HA011,1960/04/17,85.0
1960-04-18,08HA011,1960/04/18,87.2
1960-04-19,08HA011,1960/04/19,89.8
1960-04-20,08HA011,1960/04/20,119.0
1960-04-21,08HA011,1960/04/21,112.0
1960-04-22,08HA011,1960/04/22,96.6
1960-04-23,08HA011,1960/04/23,95.1
1960-04-24,08HA011,1960/04/24,92.0
1960-04-25,08HA011,1960/04/25,85.5
1960-04-26,08HA011,1960/04/26,82.1
1960-04-27,08HA011,1960/04/27,79.9
1960-04-28,08HA011,1960/04/28,79.3
1960-04-29,08HA011,1960/04/29,77.0
1960-04-30,08HA011,1960/04/30,73.9
1960-05-01,08HA011,1960/05/01,71.4
1960-05-02,08HA011,1960/05/02,69.7
1960-05-03,08HA011,1960/05/03,66.5
1960-05-04,08HA011,1960/05/04,64.0
1960-05-05,08HA011,1960/05/05,60.3
1960-05-06,08HA011,1960/05/06,60.6
1960-05-07,08HA011,1960/05/07,60.6
1960-05-08,08HA011,1960/05/08,59.2
1960-05-09,08HA011,1960/05/09,56.4
1960-05-10,08HA011,1960/05/10,57.2
1960-05-11,08HA011,1960/05/11,58.3
1960-05-12,08HA011,1960/05/12,57.5
1960-05-13,08HA011,1960/05/13,56.9
1960-05-14,08HA011,1960/05/14,55.5
1960-05-15,08HA011,1960/05/15,53.8
1960-05-16,08HA011,1960/05/16,52.7
1960-05-17,08HA011,1960/05/17,51.3
1960-05-18,08HA011,1960/05/18,49.3
1960-05-19,08HA011,1960/05/19,50.4
1960-05-20,08HA011,1960/05/20,51.5
1960-05-21,08HA011,1960/05/21,51.3
1960-05-22,08HA011,1960/05/22,49.8
1960-05-23,08HA011,1960/05/23,48.7
1960-05-24,08HA011,1960/05/24,46.7
1960-05-25,08HA011,1960/05/25,44.7
1960-05-26,08HA011,1960/05/26,45.3
1960-05-27,08HA011,1960/05/27,46.2
1960-05-28,08HA011,1960/05/28,45.9
1960-05-29,08HA011,1960/05/29,45.6
1960-05-30,08HA011,1960/05/30,47.0
1960-05-31,08HA011,1960/05/31,48.7
1960-06-01,08HA011,1960/06/01,48.4
1960-06-02,08HA011,1960/06/02,48.1
1960-06-03,08HA011,1960/06/03,48.1
1960-06-04,08HA011,1960/06/04,47.3
1960-06-05,08HA011,1960/06/05,45.3
1960-06-06,08HA011,1960/06/06,43.3
1960-06-07,08HA011,1960/06/07,38.8
1960-06-08,08HA011,1960/06/08,36.0
1960-06-09,08HA011,1960/06/09,35.1
1960-06-10,08HA011,1960/06/10,33.1
1960-06-11,08HA011,1960/06/11,32.3
1960-06-12,08HA011,1960/06/12,30.3
1960-06-13,08HA011,1960/06/13,28.6
1960-06-14,08HA011,1960/06/14,26.6
1960-06-15,08HA011,1960/06/15,24.4
1960-06-16,08HA011,1960/06/16,23.0
1960-06-17,08HA011,1960/06/17,21.8
1960-06-18,08HA011,1960/06/18,21.0
1960-06-19,08HA011,1960/06/19,20.6
1960-06-20,08HA011,1960/06/20,20.1
1960-06-21,08HA011,1960/06/21,18.7
1960-06-22,08HA011,1960/06/22,17.4
1960-06-23,08HA011,1960/06/23,13.5
1960-06-24,08HA011,1960/06/24,14.0
1960-06-25,08HA011,1960/06/25,13.5
1960-06-26,08HA011,1960/06/26,13.0
1960-06-27,08HA011,1960/06/27,13.5
1960-06-28,08HA011,1960/06/28,13.6
1960-06-29,08HA011,1960/06/29,13.3
1960-06-30,08HA011,1960/06/30,13.0
1960-07-01,08HA011,1960/07/01,11.5
1960-07-02,08HA011,1960/07/02,10.8
1960-07-03,08HA011,1960/07/03,9.91
1960-07-04,08HA011,1960/07/04,10.6
1960-07-05,08HA011,1960/07/05,9.68
1960-07-06,08HA011,1960/07/06,9.12
1960-07-07,08HA011,1960/07/07,9.68
1960-07-08,08HA011,1960/07/08,9.23
1960-07-09,08HA011,1960/07/09,8.55
1960-07-10,08HA011,1960/07/10,9.8
1960-07-11,08HA011,1960/07/11,9.0
1960-07-12,08HA011,1960/07/12,8.33
1960-07-13,08HA011,1960/07/13,8.55
1960-07-14,08HA011,1960/07/14,7.87
1960-07-15,08HA011,1960/07/15,7.87
1960-07-16,08HA011,1960/07/16,7.87
1960-07-17,08HA011,1960/07/17,7.65
1960-07-18,08HA011,1960/07/18,7.42
1960-07-19,08HA011,1960/07/19,6.99
1960-07-20,08HA011,1960/07/20,6.91
1960-07-21,08HA011,1960/07/21,7.19
1960-07-22,08HA011,1960/07/22,7.31
1960-07-23,08HA011,1960/07/23,6.91
1960-07-24,08HA011,1960/07/24,6.48
1960-07-25,08HA011,1960/07/25,6.31
1960-07-26,08HA011,1960/07/26,6.14
1960-07-27,08HA011,1960/07/27,5.97
1960-07-28,08HA011,1960/07/28,5.97
1960-07-29,08HA011,1960/07/29,6.14
1960-07-30,08HA011,1960/07/30,6.23
1960-07-31,08HA011,1960/07/31,5.89
1960-08-01,08HA011,1960/08/01,5.97
1960-08-02,08HA011,1960/08/02,6.06
1960-08-03,08HA011,1960/08/03,5.38
1960-08-04,08HA011,1960/08/04,5.72
1960-08-05,08HA011,1960/08/05,5.38
1960-08-06,08HA011,1960/08/06,5.15
1960-08-07,08HA011,1960/08/07,4.96
1960-08-08,08HA011,1960/08/08,4.87
1960-08-09,08HA011,1960/08/09,4.81
1960-08-10,08HA011,1960/08/10,6.4
1960-08-11,08HA011,1960/08/11,6.48
1960-08-12,08HA011,1960/08/12,6.4
1960-08-13,08HA011,1960/08/13,6.06
1960-08-14,08HA011,1960/08/14,6.48
1960-08-15,08HA011,1960/08/15,6.23
1960-08-16,08HA011,1960/08/16,6.31
1960-08-17,08HA011,1960/08/17,7.31
1960-08-18,08HA011,1960/08/18,6.23
1960-08-19,08HA011,1960/08/19,6.23
1960-08-20,08HA011,1960/08/20,6.4
1960-08-21,08HA011,1960/08/21,6.91
1960-08-22,08HA011,1960/08/22,6.91
1960-08-23,08HA011,1960/08/23,6.65
1960-08-24,08HA011,1960/08/24,6.74
1960-08-25,08HA011,1960/08/25,6.31
1960-08-26,08HA011,1960/08/26,6.48
1960-08-27,08HA011,1960/08/27,6.31
1960-08-28,08HA011,1960/08/28,6.4
1960-08-29,08HA011,1960/08/29,6.48
1960-08-30,08HA011,1960/08/30,6.48
1960-08-31,08HA011,1960/08/31,6.4
1960-09-01,08HA011,1960/09/01,6.4
1960-09-02,08HA011,1960/09/02,6.57
1960-09-03,08HA011,1960/09/03,6.82
1960-09-04,08HA011,1960/09/04,7.08
1960-09-05,08HA011,1960/09/05,7.08
1960-09-06,08HA011,1960/09/06,7.53
1960-09-07,08HA011,1960/09/07,5.97
1960-09-08,08HA011,1960/09/08,6.23
1960-09-09,08HA011,1960/09/09,6.31
1960-09-10,08HA011,1960/09/10,6.23
1960-09-11,08HA011,1960/09/11,6.4
1960-09-12,08HA011,1960/09/12,6.57
1960-09-13,08HA011,1960/09/13,5.97
1960-09-14,08HA011,1960/09/14,5.89
1960-09-15,08HA011,1960/09/15,5.8
1960-09-16,08HA011,1960/09/16,5.1
1960-09-17,08HA011,1960/09/17,4.76
1960-09-18,08HA011,1960/09/18,4.39
1960-09-19,08HA011,1960/09/19,5.72
1960-09-20,08HA011,1960/09/20,4.81
1960-09-21,08HA011,1960/09/21,5.1
1960-09-22,08HA011,1960/09/22,5.32
1960-09-23,08HA011,1960/09/23,6.31
1960-09-24,08HA011,1960/09/24,6.48
1960-09-25,08HA011,1960/09/25,6.65
1960-09-26,08HA011,1960/09/26,6.57
1960-09-27,08HA011,1960/09/27,5.97
1960-09-28,08HA011,1960/09/28,5.89
1960-09-29,08HA011,1960/09/29,5.97
1960-09-30,08HA011,1960/09/30,11.2
1960-10-01,08HA011,1960/10/01,11.3
1960-10-02,08HA011,1960/10/02,11.6
1960-10-03,08HA011,1960/10/03,11.5
1960-10-04,08HA011,1960/10/04,7.87
1960-10-05,08HA011,1960/10/05,8.1
1960-10-06,08HA011,1960/10/06,7.42
1960-10-07,08HA011,1960/10/07,10.4
1960-10-08,08HA011,1960/10/08,8.33
1960-10-09,08HA011,1960/10/09,9.57
1960-10-10,08HA011,1960/10/10,9.34
1960-10-11,08HA011,1960/10/11,9.23
1960-10-12,08HA011,1960/10/12,10.1
1960-10-13,08HA011,1960/10/13,10.8
1960-10-14,08HA011,1960/10/14,11.0
1960-10-15,08HA011,1960/10/15,11.2
1960-10-16,08HA011,1960/10/16,11.5
1960-10-17,08HA011,1960/10/17,11.2
1960-10-18,08HA011,1960/10/18,12.0
1960-10-19,08HA011,1960/10/19,12.3
1960-10-20,08HA011,1960/10/20,11.6
1960-10-21,08HA011,1960/10/21,14.2
1960-10-22,08HA011,1960/10/22,17.7
1960-10-23,08HA011,1960/10/23,20.3
1960-10-24,08HA011,1960/10/24,25.0
1960-10-25,08HA011,1960/10/25,29.2
1960-10-26,08HA011,1960/10/26,54.1
1960-10-27,08HA011,1960/10/27,64.8
1960-10-28,08HA011,1960/10/28,71.9
1960-10-29,08HA011,1960/10/29,71.9
1960-10-30,08HA011,1960/10/30,68.2
1960-10-31,08HA011,1960/10/31,70.8
1960-11-01,08HA011,1960/11/01,74.2
1960-11-02,08HA011,1960/11/02,74.2
1960-11-03,08HA011,1960/11/03,71.9
1960-11-04,08HA011,1960/11/04,69.1
1960-11-05,08HA011,1960/11/05,65.4
1960-11-06,08HA011,1960/11/06,63.1
1960-11-07,08HA011,1960/11/07,59.7
1960-11-08,08HA011,1960/11/08,56.9
1960-11-09,08HA011,1960/11/09,54.9
1960-11-10,08HA011,1960/11/10,55.2
1960-11-11,08HA011,1960/11/11,57.5
1960-11-12,08HA011,1960/11/12,54.4
1960-11-13,08HA011,1960/11/13,53.0
1960-11-14,08HA011,1960/11/14,51.5
1960-11-15,08HA011,1960/11/15,51.3
1960-11-16,08HA011,1960/11/16,54.9
1960-11-17,08HA011,1960/11/17,90.6
1960-11-18,08HA011,1960/11/18,90.0
1960-11-19,08HA011,1960/11/19,131.0
1960-11-20,08HA011,1960/11/20,116.0
1960-11-21,08HA011,1960/11/21,105.0
1960-11-22,08HA011,1960/11/22,99.7
1960-11-23,08HA011,1960/11/23,102.0
1960-11-24,08HA011,1960/11/24,110.0
1960-11-25,08HA011,1960/11/25,108.0
1960-11-26,08HA011,1960/11/26,106.0
1960-11-27,08HA011,1960/11/27,100.0
1960-11-28,08HA011,1960/11/28,91.2
1960-11-29,08HA011,1960/11/29,85.0
1960-11-30,08HA011,1960/11/30,82.7
1960-12-01,08HA011,1960/12/01,81.8
1960-12-02,08HA011,1960/12/02,79.3
1960-12-03,08HA011,1960/12/03,78.4
1960-12-04,08HA011,1960/12/04,77.3
1960-12-05,08HA011,1960/12/05,75.0
1960-12-06,08HA011,1960/12/06,71.6
1960-12-07,08HA011,1960/12/07,67.7
1960-12-08,08HA011,1960/12/08,64.0
1960-12-09,08HA011,1960/12/09,62.3
1960-12-10,08HA011,1960/12/10,59.5
1960-12-11,08HA011,1960/12/11,65.1
1960-12-12,08HA011,1960/12/12,146.0
1960-12-13,08HA011,1960/12/13,178.0
1960-12-14,08HA011,1960/12/14,150.0
1960-12-15,08HA011,1960/12/15,136.0
1960-12-16,08HA011,1960/12/16,124.0
1960-12-17,08HA011,1960/12/17,116.0
1960-12-18,08HA011,1960/12/18,125.0
1960-12-19,08HA011,1960/12/19,134.0
1960-12-20,08HA011,1960/12/20,121.0
1960-12-21,08HA011,1960/12/21,111.0
1960-12-22,08HA011,1960/12/22,104.0
1960-12-23,08HA011,1960/12/23,97.7
1960-12-24,08HA011,1960/12/24,97.1
1960-12-25,08HA011,1960/12/25,93.7
1960-12-26,08HA011,1960/12/26,90.0
1960-12-27,08HA011,1960/12/27,83.8
1960-12-28,08HA011,1960/12/28,79.0
1960-12-29,08HA011,1960/12/29,74.5
1960-12-30,08HA011,1960/12/30,69.7
1960-12-31,08HA011,1960/12/31,68.2
1961-01-01,08HA011,1961/01/01,64.8
1961-01-02,08HA011,1961/01/02,60.6
1961-01-03,08HA011,1961/01/03,56.9
1961-01-04,08HA011,1961/01/04,88.1
1961-01-05,08HA011,1961/01/05,112.0
1961-01-06,08HA011,1961/01/06,99.1
1961-01-07,08HA011,1961/01/07,101.0
1961-01-08,08HA011,1961/01/08,114.0
1961-01-09,08HA011,1961/01/09,139.0
1961-01-10,08HA011,1961/01/10,229.0
1961-01-11,08HA011,1961/01/11,268.0
1961-01-12,08HA011,1961/01/12,229.0
1961-01-13,08HA011,1961/01/13,226.0
1961-01-14,08HA011,1961/01/14,257.0
1961-01-15,08HA011,1961/01/15,558.0
1961-01-16,08HA011,1961/01/16,394.0
1961-01-17,08HA011,1961/01/17,328.0
1961-01-18,08HA011,1961/01/18,289.0
1961-01-19,08HA011,1961/01/19,269.0
1961-01-20,08HA011,1961/01/20,238.0
1961-01-21,08HA011,1961/01/21,222.0
1961-01-22,08HA011,1961/01/22,203.0
1961-01-23,08HA011,1961/01/23,183.0
1961-01-24,08HA011,1961/01/24,167.0
1961-01-25,08HA011,1961/01/25,156.0
1961-01-26,08HA011,1961/01/26,146.0
1961-01-27,08HA011,1961/01/27,134.0
1961-01-28,08HA011,1961/01/28,125.0
1961-01-29,08HA011,1961/01/29,119.0
1961-01-30,08HA011,1961/01/30,130.0
1961-01-31,08HA011,1961/01/31,128.0
1961-02-01,08HA011,1961/02/01,159.0
1961-02-02,08HA011,1961/02/02,164.0
1961-02-03,08HA011,1961/02/03,146.0
1961-02-04,08HA011,1961/02/04,152.0
1961-02-05,08HA011,1961/02/05,161.0
1961-02-06,08HA011,1961/02/06,178.0
1961-02-07,08HA011,1961/02/07,163.0
1961-02-08,08HA011,1961/02/08,153.0
1961-02-09,08HA011,1961/02/09,179.0
1961-02-10,08HA011,1961/02/10,166.0
1961-02-11,08HA011,1961/02/11,167.0
1961-02-12,08HA011,1961/02/12,149.0
1961-02-13,08HA011,1961/02/13,151.0
1961-02-14,08HA011,1961/02/14,146.0
1961-02-15,08HA011,1961/02/15,150.0
1961-02-16,08HA011,1961/02/16,137.0
1961-02-17,08HA011,1961/02/17,129.0
1961-02-18,08HA011,1961/02/18,120.0
1961-02-19,08HA011,1961/02/19,113.0
1961-02-20,08HA011,1961/02/20,148.0
1961-02-21,08HA011,1961/02/21,231.0
1961-02-22,08HA011,1961/02/22,198.0
1961-02-23,08HA011,1961/02/23,189.0
1961-02-24,08HA011,1961/02/24,178.0
1961-02-25,08HA011,1961/02/25,169.0
1961-02-26,08HA011,1961/02/26,158.0
1961-02-27,08HA011,1961/02/27,144.0
1961-02-28,08HA011,1961/02/28,158.0
1961-03-01,08HA011,1961/03/01,175.0
1961-03-02,08HA011,1961/03/02,154.0
1961-03-03,08HA011,1961/03/03,138.0
1961-03-04,08HA011,1961/03/04,132.0
1961-03-05,08HA011,1961/03/05,121.0
1961-03-06,08HA011,1961/03/06,120.0
1961-03-07,08HA011,1961/03/07,109.0
1961-03-08,08HA011,1961/03/08,107.0
1961-03-09,08HA011,1961/03/09,98.3
1961-03-10,08HA011,1961/03/10,107.0
1961-03-11,08HA011,1961/03/11,125.0
1961-03-12,08HA011,1961/03/12,140.0
1961-03-13,08HA011,1961/03/13,117.0
1961-03-14,08HA011,1961/03/14,114.0
1961-03-15,08HA011,1961/03/15,108.0
1961-03-16,08HA011,1961/03/16,120.0
1961-03-17,08HA011,1961/03/17,121.0
1961-03-18,08HA011,1961/03/18,107.0
1961-03-19,08HA011,1961/03/19,112.0
1961-03-20,08HA011,1961/03/20,114.0
1961-03-21,08HA011,1961/03/21,101.0
1961-03-22,08HA011,1961/03/22,99.1
1961-03-23,08HA011,1961/03/23,111.0
1961-03-24,08HA011,1961/03/24,111.0
1961-03-25,08HA011,1961/03/25,111.0
1961-03-26,08HA011,1961/03/26,109.0
1961-03-27,08HA011,1961/03/27,101.0
1961-03-28,08HA011,1961/03/28,94.6
1961-03-29,08HA011,1961/03/29,85.0
1961-03-30,08HA011,1961/03/30,85.8
1961-03-31,08HA011,1961/03/31,85.0
1961-04-01,08HA011,1961/04/01,92.0
1961-04-02,08HA011,1961/04/02,99.1
1961-04-03,08HA011,1961/04/03,97.7
1961-04-04,08HA011,1961/04/04,96.8
1961-04-05,08HA011,1961/04/05,92.0
1961-04-06,08HA011,1961/04/06,84.4
1961-04-07,08HA011,1961/04/07,77.6
1961-04-08,08HA011,1961/04/08,77.0
1961-04-09,08HA011,1961/04/09,77.6
1961-04-10,08HA011,1961/04/10,74.2
1961-04-11,08HA011,1961/04/11,70.8
1961-04-12,08HA011,1961/04/12,68.5
1961-04-13,08HA011,1961/04/13,66.5
1961-04-14,08HA011,1961/04/14,62.6
1961-04-15,08HA011,1961/04/15,61.7
1961-04-16,08HA011,1961/04/16,59.7
1961-04-17,08HA011,1961/04/17,58.9
1961-04-18,08HA011,1961/04/18,60.6
1961-04-19,08HA011,1961/04/19,62.6
1961-04-20,08HA011,1961/04/20,58.9
1961-04-21,08HA011,1961/04/21,64.6
1961-04-22,08HA011,1961/04/22,64.3
1961-04-23,08HA011,1961/04/23,64.3
1961-04-24,08HA011,1961/04/24,55.2
1961-04-25,08HA011,1961/04/25,47.0
1961-04-26,08HA011,1961/04/26,39.4
1961-04-27,08HA011,1961/04/27,38.2
1961-04-28,08HA011,1961/04/28,39.1
1961-04-29,08HA011,1961/04/29,42.8
1961-04-30,08HA011,1961/04/30,45.6
1961-05-01,08HA011,1961/05/01,47.9
1961-05-02,08HA011,1961/05/02,51.5
1961-05-03,08HA011,1961/05/03,52.7
1961-05-04,08HA011,1961/05/04,53.2
1961-05-05,08HA011,1961/05/05,51.3
1961-05-06,08HA011,1961/05/06,48.1
1961-05-07,08HA011,1961/05/07,47.3
1961-05-08,08HA011,1961/05/08,47.3
1961-05-09,08HA011,1961/05/09,49.0
1961-05-10,08HA011,1961/05/10,49.8
1961-05-11,08HA011,1961/05/11,49.3
1961-05-12,08HA011,1961/05/12,48.1
1961-05-13,08HA011,1961/05/13,46.4
1961-05-14,08HA011,1961/05/14,44.5
1961-05-15,08HA011,1961/05/15,43.0
1961-05-16,08HA011,1961/05/16,41.9
1961-05-17,08HA011,1961/05/17,41.1
1961-05-18,08HA011,1961/05/18,39.4
1961-05-19,08HA011,1961/05/19,38.8
1961-05-20,08HA011,1961/05/20,39.4
1961-05-21,08HA011,1961/05/21,38.2
1961-05-22,08HA011,1961/05/22,37.1
1961-05-23,08HA011,1961/05/23,38.2
1961-05-24,08HA011,1961/05/24,31.4
1961-05-25,08HA011,1961/05/25,28.1
1961-05-26,08HA011,1961/05/26,27.2
1961-05-27,08HA011,1961/05/27,24.0
1961-05-28,08HA011,1961/05/28,23.6
1961-05-29,08HA011,1961/05/29,22.8
1961-05-30,08HA011,1961/05/30,17.9
1961-05-31,08HA011,1961/05/31,14.2
1961-06-01,08HA011,1961/06/01,15.0
1961-06-02,08HA011,1961/06/02,14.5
1961-06-03,08HA011,1961/06/03,14.8
1961-06-04,08HA011,1961/06/04,15.0
1961-06-05,08HA011,1961/06/05,14.8
1961-06-06,08HA011,1961/06/06,12.5
1961-06-07,08HA011,1961/06/07,12.1
1961-06-08,08HA011,1961/06/08,12.5
1961-06-09,08HA011,1961/06/09,12.1
1961-06-10,08HA011,1961/06/10,11.9
1961-06-11,08HA011,1961/06/11,12.5
1961-06-12,08HA011,1961/06/12,11.5
1961-06-13,08HA011,1961/06/13,11.6
1961-06-14,08HA011,1961/06/14,10.9
1961-06-15,08HA011,1961/06/15,10.5
1961-06-16,08HA011,1961/06/16,8.64
1961-06-17,08HA011,1961/06/17,8.78
1961-06-18,08HA011,1961/06/18,9.2
1961-06-19,08HA011,1961/06/19,8.35
1961-06-20,08HA011,1961/06/20,8.64
1961-06-21,08HA011,1961/06/21,8.5
1961-06-22,08HA011,1961/06/22,8.21
1961-06-23,08HA011,1961/06/23,8.07
1961-06-24,08HA011,1961/06/24,8.07
1961-06-25,08HA011,1961/06/25,7.79
1961-06-26,08HA011,1961/06/26,7.65
1961-06-27,08HA011,1961/06/27,8.07
1961-06-28,08HA011,1961/06/28,7.93
1961-06-29,08HA011,1961/06/29,8.21
1961-06-30,08HA011,1961/06/30,8.64
1961-07-01,08HA011,1961/07/01,7.93
1961-07-02,08HA011,1961/07/02,7.79
1961-07-03,08HA011,1961/07/03,8.78
1961-07-04,08HA011,1961/07/04,8.92
1961-07-05,08HA011,1961/07/05,8.92
1961-07-06,08HA011,1961/07/06,6.12
1961-07-07,08HA011,1961/07/07,6.12
1961-07-08,08HA011,1961/07/08,6.0
1961-07-09,08HA011,1961/07/09,6.0
1961-07-10,08HA011,1961/07/10,5.89
1961-07-11,08HA011,1961/07/11,5.78
1961-07-12,08HA011,1961/07/12,5.78
1961-07-13,08HA011,1961/07/13,5.32
1961-07-14,08HA011,1961/07/14,5.66
1961-07-15,08HA011,1961/07/15,6.0
1961-07-16,08HA011,1961/07/16,5.66
1961-07-17,08HA011,1961/07/17,5.55
1961-07-18,08HA011,1961/07/18,5.1
1961-07-19,08HA011,1961/07/19,5.55
1961-07-20,08HA011,1961/07/20,5.01
1961-07-21,08HA011,1961/07/21,4.33
1961-07-22,08HA011,1961/07/22,4.16
1961-07-23,08HA011,1961/07/23,3.82
1961-07-24,08HA011,1961/07/24,3.57
1961-07-25,08HA011,1961/07/25,3.99
1961-07-26,08HA011,1961/07/26,3.23
1961-07-27,08HA011,1961/07/27,3.48
1961-07-28,08HA011,1961/07/28,3.31
1961-07-29,08HA011,1961/07/29,3.4
1961-07-30,08HA011,1961/07/30,3.65
1961-07-31,08HA011,1961/07/31,3.31
1961-08-01,08HA011,1961/08/01,3.06
1961-08-02,08HA011,1961/08/02,2.46
1961-08-03,08HA011,1961/08/03,2.8
1961-08-04,08HA011,1961/08/04,5.1
1961-08-05,08HA011,1961/08/05,3.23
1961-08-06,08HA011,1961/08/06,3.91
1961-08-07,08HA011,1961/08/07,3.14
1961-08-08,08HA011,1961/08/08,2.89
1961-08-09,08HA011,1961/08/09,2.55
1961-08-10,08HA011,1961/08/10,3.23
1961-08-11,08HA011,1961/08/11,3.4
1961-08-12,08HA011,1961/08/12,3.23
1961-08-13,08HA011,1961/08/13,3.31
1961-08-14,08HA011,1961/08/14,2.97
1961-08-15,08HA011,1961/08/15,3.57
1961-08-16,08HA011,1961/08/16,3.06
1961-08-17,08HA011,1961/08/17,3.14
1961-08-18,08HA011,1961/08/18,3.14
1961-08-19,08HA011,1961/08/19,3.06
1961-08-20,08HA011,1961/08/20,2.89
1961-08-21,08HA011,1961/08/21,3.06
1961-08-22,08HA011,1961/08/22,3.31
1961-08-23,08HA011,1961/08/23,3.4
1961-08-24,08HA011,1961/08/24,3.57
1961-08-25,08HA011,1961/08/25,2.38
1961-08-26,08HA011,1961/08/26,3.14
1961-08-27,08HA011,1961/08/27,2.55
1961-08-28,08HA011,1961/08/28,2.38
1961-08-29,08HA011,1961/08/29,2.63
1961-08-30,08HA011,1961/08/30,2.89
